Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S00436,Stephanie Sexton,2012-02-05,Grade 5,608-110-4733
S00437,jason rodriguez,2018-04-24,Grade 5,967-874-4928
S00438,April Duarte,2017-03-27,Grade 5,474-572-2446
S00439,Pamela Smith,2009-02-06,Grade 5,675-774-3478
S00440,Melissa Weiss,2018-09-22,Grade 5,731-909-2944
S00441,Tony Collins,2012-05-02,Grade 3,938-463-1996
S00442,Ryan Robertson,2016-09-16,Grade 3,251-230-2758
S00443,Destiny Lloyd,2014-04-28,Grade 5,204-378-5984
S00444,Dustin David,2010-02-15,Grade 5,707-492-0113
S00445,Richard Underwood,2013-06-02,Grade 4,695-309-8823
S00446,Miguel Perez,2016-01-27,Grade 3,398-922-2274
S00447,Michael Morris,2009-08-06,Grade 5,210-866-3283
S00448,Rachel Knight,2013-09-10,Grade 4,951-301-1984
S00449,Douglas Robbins,2006-10-01,Grade 5,404-102-1898
S00450,Jared Turner,2016-05-08,Grade 1,695-995-8462
S00451,Kathryn Jackson,2016-09-19,Grade 5,282-719-0654
S00452,Andrew Juarez,2017-04-06,Grade 3,500-078-6049
S00453,Mackenzie Barron,2012-08-09,Grade 5,945-385-9194
S00454,Brian Green,2010-12-06,Grade 3,770-405-9746
S00455,Sarah Peters,2013-06-05,Grade 2,014-820-5025
S00456,Rhonda Juarez,2015-12-13,Grade 3,948-724-7936
S00457,Jesus Lawrence,2011-05-06,Grade 1,404-995-4364
S00458,Amber Gray,2011-03-10,Grade 5,540-988-9457
S00459,Maria Miranda,2018-09-06,Grade 4,852-425-7755
S00460,Heather Park,2017-09-06,Grade 4,unknown
S00461,Jose Young,2016-02-22,Grade 5,010-998-0726
S00462,Samantha Potter,2009-05-30,Grade 3,791-069-8705
S00463,Scott Hamilton,2013-01-11,Grade 2,872-929-2121
S00464,Ronald Thompson,2018-09-17,Grade 1,055-939-8628
S00465,Henry Long,2015-08-02,Grade 5,388-754-3539
S00466,Ashley Parsons,2013-04-12,Grade 2,543-326-0796
S00467,Zoe Wright,2016-01-23,Grade 3,405-604-7370
S00468,Christopher Dixon,2010-06-04,Grade 1,822-321-6819
S00469,Lucas Anderson,2013-09-12,Grade 5,562-325-3331
S00470,Michael Gomez,2013-04-28,Grade 5,493-749-7202
S00471,Robin Collier,2018-09-10,Grade 3,unknown
S00472,mrs. anita escobar,2014-09-06,Grade 3,904-630-5348
S00473,trevor black,2009-08-14,Grade 1,165-566-7012
S00474,Riley Lopez,2010-12-16,Grade 2,141-686-9241
S00475,Amy Perry,2007-10-26,Grade 2,916-893-9933
S00476,jacob ramirez,2007-08-23,Grade 5,191-600-2500
S00477,Cindy Snyder,2012-03-27,Grade 2,916-902-0703
S00478,Jeremy Davis,2012-07-05,Grade 1,274-946-4584
S00479,Nicole Morgan,2015-12-14,Grade 4,492-463-4854
S00480,robert cook,2017-09-26,Grade 3,332-725-8683
S00481,Terri Austin,2009-11-23,Grade 2,793-932-1526
S00482,Cesar Wallace,2013-01-19,Grade 5,unknown
S00483,Kendra Noble,2011-05-24,Grade 5,707-901-8204
S00484,Nicholas Turner,2007-02-23,Grade 3,727-127-6052
S00485,lisa villarreal,2016-09-08,Grade 3,664-695-4394
S00486,Richard Carter,2007-04-02,Grade 5,250-960-4768
S00487,Morgan Fisher,2010-09-20,Grade 5,321-125-1166
S00488,Joshua Cole,2007-08-09,Grade 1,238-430-3545
S00489,Charles Lopez,2017-05-16,Grade 5,938-413-7603
S00490,Matthew Fleming,2015-03-18,Grade 1,826-193-0895
S00491,Kim Roberts,2010-08-01,Grade 3,765-943-0884
S00492,Lawrence Jones,2010-06-14,Grade 3,834-281-9279
S00493,Theodore Leach,2018-02-28,Grade 1,490-953-3490
S00494,Hector Macias,2011-06-21,Grade 5,365-284-4158
S00495,Felicia Lambert,2006-07-17,Grade 3,272-300-0688
S00496,Victoria Lopez,2014-10-09,Grade 2,680-273-5320
S00497,Patricia Graham,2015-10-29,Grade 3,881-776-0562
S00498,Briana Jennings,2010-08-15,Grade 5,996-013-1391
S00499,James Lopez,2014-06-10,Grade 3,714-240-1893
S00500,Christopher Foster,2014-06-15,Grade 1,853-623-2419
S00501,Charles Jones,2014-03-30,Grade 2,422-025-3104
S00502,Patricia Peterson,2012-09-01,Grade 5,354-949-5943
S00503,Larry Palmer,2011-05-15,Grade 1,905-239-6061
S00504,Kristen Bridges,2007-08-20,Grade 3,801-922-3159
S00505,Jessica Holmes,2015-07-27,Grade 2,347-301-3217
S00506,Susan Thomas,2013-04-13,Grade 5,442-320-5529
S00507,Mark Dixon,2012-12-20,Grade 3,622-717-9990
S00508,Mrs. Kaitlin West,2018-09-05,Grade 3,132-229-2410
S00509,David Johnson,2017-12-11,Grade 4,453-682-8511
S00510,Zachary Ramirez,2010-10-09,Grade 1,unknown
S00511,William Stanley,2014-11-24,Grade 4,344-843-9097
S00512,Andrea Thompson,2010-01-27,Grade 1,451-402-9268
S00513,Ashley Cunningham,2014-12-15,Grade 3,893-538-8808
S00514,amanda stephenson,2014-12-28,Grade 1,417-347-8040
S00515,David Lawson,2018-07-24,Grade 1,642-645-4441
S00516,Marisa Baker,2019-02-26,Grade 1,607-866-4564
S00517,mrs. charlene chang,2013-12-06,Grade 1,098-148-0516
S00518,Danielle Palmer,2009-11-26,Grade 4,unknown
S00519,Bonnie Wilson MD,2012-12-03,Grade 3,077-707-3231
S00520,Paul Bowers,2016-03-14,Grade 5,107-260-8085
S00521,Leonard Price,2010-10-05,Grade 2,446-081-2928
S00522,Leslie Jacobs,2013-10-07,Grade 1,364-908-2618
S00523,David King,2017-04-14,Grade 1,874-551-8215
S00524,George White,2017-10-24,Grade 3,910-976-5911
S00525,Mr. Justin Thornton,2008-02-03,Grade 5,unknown
S00526,Anthony Gutierrez,2006-12-11,Grade 5,712-600-8176
S00527,Raymond Le,2006-12-09,Grade 4,441-846-7610
S00528,Samantha Beard,2011-01-07,Grade 5,905-952-5138
S00529,Heather Garcia,2012-12-12,Grade 4,527-111-6404
S00530,Parker Floyd,2012-04-04,Grade 5,712-131-9727
S00531,Eric Foster,2017-04-21,Grade 3,660-705-0648
S00532,Chris Lam,2018-07-10,Grade 5,573-465-3919
S00533,lee garza,2010-10-04,Grade 1,728-907-8553
S00534,George Aguirre,2009-07-06,Grade 5,251-406-3526
S00535,Jennifer Porter,2011-05-13,Grade 5,458-401-5787
S00536,Benjamin Johnson,2013-10-03,Grade 5,805-765-0461
S00537,Earl Rojas,2016-08-02,Grade 2,485-241-3063
S00538,Cynthia Garcia,2008-05-18,Grade 4,791-735-4737
S00539,Christopher Barajas,2009-05-29,Grade 3,717-910-3432
S00540,Jessica Gonzalez,2006-06-01,Grade 5,812-228-5364
S00541,joe garner,2016-09-15,Grade 2,355-721-5534
S00542,Danielle Young,2006-11-19,Grade 3,794-876-3934
S00543,Patrick Jennings,2012-06-01,Grade 2,136-284-4862
S00544,Norma Roth,2016-10-28,Grade 3,unknown
S00545,robert boyle,2012-10-27,Grade 4,779-622-5738
S00546,Amanda Murray,2011-10-30,Grade 2,041-022-8344
S00547,mary gibbs,2013-03-04,Grade 1,748-419-9714
S00548,Joseph Nunez,2016-10-13,Grade 5,400-797-7029
S00549,Javier Gallagher,2006-08-08,Grade 5,328-722-9948
S00550,Arthur Brown,2013-07-22,Grade 1,257-895-2391
S00551,Thomas Padilla,2010-07-19,Grade 2,806-813-0369
S00552,Erika Wall,2010-08-11,Grade 2,349-477-1557
S00553,Christopher Fletcher,2011-02-07,Grade 2,331-765-1532
S00554,Kelsey Miller,2011-09-21,Grade 3,648-990-4273
S00555,Cameron Turner,2012-09-03,Grade 2,722-845-5420
S00556,Joseph Clay,2012-04-29,Grade 3,546-111-5568
S00557,Elizabeth Stafford,2014-10-23,Grade 5,654-797-4661
S00558,Michael Hodges,2009-03-25,Grade 5,714-429-5636
S00559,David Rose,2007-07-09,Grade 4,867-882-3455
S00560,Gregory Payne,2013-11-22,Grade 4,937-301-3013
S00561,gina smith,2006-12-05,Grade 1,657-499-1004
S00562,Johnny Moore,2013-04-24,Grade 4,982-999-8049
S00563,jody taylor,2007-04-28,Grade 4,104-730-0423
S00564,Jennifer Garcia,2010-03-01,Grade 2,762-339-6786
S00565,Steven Mcguire,2008-03-07,Grade 1,438-671-6000
S00566,Danielle Grant,2012-09-14,Grade 4,773-986-7651
S00567,Curtis Rowe,2007-08-31,Grade 3,335-352-0698
S00568,Jennifer Wilson,2015-04-07,Grade 5,490-606-0759
S00569,Gloria Pineda,2015-09-07,Grade 5,982-788-9882
S00570,Jennifer Hernandez,2014-04-13,Grade 3,006-682-8023
S00571,Christine Leach,2007-05-22,Grade 3,954-307-7352
S00572,Stacey Villegas,2014-07-12,Grade 5,216-745-6288
S00573,Shelly Mcdowell,2009-12-29,Grade 1,453-806-9532
S00574,Sara Rosales,2009-03-27,Grade 4,747-750-1625
S00575,Dennis Montoya,2009-03-08,Grade 5,152-276-0679
S00576,John Sandoval,2017-01-28,Grade 2,unknown
S00577,Jerry Mclaughlin,2006-06-28,Grade 4,816-290-4316
S00578,Jennifer Barnes,2010-02-07,Grade 1,691-073-1140
S00579,Jorge Lopez,2016-05-31,Grade 3,782-422-1987
S00580,Robert Garcia,2011-03-03,Grade 3,789-688-0510
S00581,zachary randolph,2018-06-30,Grade 1,264-331-9786
S00582,Chad Conley,2018-09-30,Grade 1,302-963-5254
S00583,Ashley Joseph MD,2014-10-18,Grade 5,578-702-0493
S00584,John Hunt,2012-11-22,Grade 1,unknown
S00585,Alexis Marks,2013-09-05,Grade 4,337-378-8708
S00586,Kelly Williams,2010-12-11,Grade 2,555-601-5779
S00587,Melvin Morales,2015-09-17,Grade 3,888-938-5105
S00588,Beth Jackson,2012-01-27,Grade 1,615-590-2372
S00589,Jennifer Park,2010-06-13,Grade 1,367-474-9674
S00590,Michael Craig,2010-05-28,Grade 4,952-274-9903
S00591,Neil Webb,2017-09-17,Grade 1,990-218-7443
S00592,Evelyn Stanley,2008-10-11,Grade 3,388-969-7535
S00593,Austin Hoffman,2018-09-01,Grade 1,970-230-0220
S00594,Jeffrey Johnson,2016-06-12,Grade 1,477-079-8002
S00595,anna porter,2011-07-03,Grade 5,663-835-1444
S00596,robert evans,2011-08-28,Grade 4,unknown
S00597,Robert Townsend,2009-11-28,Grade 5,902-185-1126
S00598,Mr. Barry Gonzalez,2016-05-05,Grade 1,787-690-9588
S00599,Corey Grant,2009-07-07,Grade 5,145-132-9270
S00600,Brittany Foster,2019-01-18,Grade 5,565-781-5124
S00601,Kara Reed,2014-01-25,Grade 3,497-081-6692
S00602,Michelle Walker,2010-07-09,Grade 2,787-141-2790
S00603,Christopher Lamb,2015-05-06,Grade 3,352-844-2100
S00604,Timothy Johnson,2016-09-01,Grade 2,588-326-3264
S00605,Kenneth Gaines,2011-01-16,Grade 5,415-753-7788
S00606,Theresa Webb,2007-07-20,Grade 2,446-413-9694
S00607,Wendy Anderson,2010-06-01,Grade 5,324-968-7106
S00608,Kayla Gutierrez,2016-05-03,Grade 4,388-818-4599
S00609,Tony Gomez,2014-07-16,Grade 1,438-234-1001
S00610,Rachel Short,2018-01-07,Grade 3,694-115-1526
S00611,Jill Holland,2016-01-10,Grade 4,584-704-7592
S00612,Tamara Rowe,2007-03-01,Grade 3,916-667-6385
S00613,Jesse Rollins,2012-08-09,Grade 1,296-304-1684
S00614,Elaine Cardenas,2010-10-24,Grade 2,477-978-0988
S00615,Mark Castillo,2008-06-25,Grade 2,607-307-0098
S00616,Stephen Nichols,2012-05-20,Grade 2,unknown
S00617,tyler conner,2010-12-30,Grade 1,812-255-8269
S00618,Maria Hunt,2016-03-04,Grade 4,594-378-0262
S00619,Joshua Le,2016-08-29,Grade 5,213-892-0288
S00620,Shawn Smith,2007-08-22,Grade 1,947-898-0913
S00621,Tanya Lee,2018-08-08,Grade 5,049-959-2662
S00622,Kelly Esparza,2008-05-23,Grade 1,738-879-2340
S00623,Willie Wolf,2006-09-21,Grade 3,540-477-5949
S00624,Daniel Goodman,2017-11-30,Grade 4,359-096-9334
S00625,Michael Alvarado,2011-05-01,Grade 2,601-850-3273
S00626,Johnny White,2016-02-06,Grade 1,626-333-7202
S00627,Laurie Rivera,2015-11-16,Grade 4,900-946-0080
S00628,destiny may,2006-07-06,Grade 1,887-543-9995
S00629,Wesley Johnson,2014-09-02,Grade 2,658-961-7456
S00630,thomas morgan,2015-04-03,Grade 3,791-458-1061
S00631,Sarah Acosta,2015-05-27,Grade 1,615-224-8254
S00632,Luis Castro,2016-11-22,Grade 4,912-366-7645
S00633,Dr. Julie Henderson,2011-03-20,Grade 4,616-744-5950
S00634,Nicole Shaw,2008-10-01,Grade 1,646-490-9074
S00635,Tracy Gonzalez,2012-01-11,Grade 1,738-170-4155
S00636,Sarah Howell,2014-05-02,Grade 1,506-944-8276
S00637,Jonathan Sanders,2012-08-21,Grade 4,267-713-9012
S00638,Daniel Johnson,2013-03-14,Grade 1,475-669-2171
S00639,Megan Andrade,2016-10-10,Grade 1,300-019-8598
S00640,Terry Terry,2012-11-22,Grade 2,205-575-5899
S00641,Kathleen Young,2009-04-29,Grade 1,135-040-8476
S00642,Cynthia Combs,2015-09-05,Grade 5,406-912-4127
S00643,Kimberly Miller,2008-01-23,Grade 4,791-026-4000
S00644,James Hogan,2013-07-02,Grade 2,945-636-3588
S00645,Jessica Salas,2018-07-21,Grade 2,924-054-2808
S00646,Mark Delacruz,2012-02-18,Grade 5,722-561-3453
S00647,laura holt,2018-09-06,Grade 5,026-336-9325
S00648,Jamie Sanchez,2015-04-06,Grade 1,943-804-0649
S00649,Ryan Owen,2006-06-13,Grade 2,391-192-4332
S00650,Peter Cabrera,2016-05-14,Grade 2,655-647-7747
S00651,Sara Bradford,2013-05-13,Grade 1,309-832-0191
S00652,Kenneth Lopez,2010-01-08,Grade 1,849-420-3130
S00653,Beth Chapman,2007-02-14,Grade 3,679-227-2844
S00654,Jackson Nguyen,2015-09-13,Grade 5,931-943-6966
S00655,annette alexander,2017-10-25,Grade 5,unknown
S00656,Stephanie Gilbert,2012-12-21,Grade 5,679-964-0434
S00657,Michelle Brock,2008-10-23,Grade 4,377-744-2032
S00658,Carlos Frank,2014-08-29,Grade 1,917-891-4637
S00659,Sherry Hammond,2014-08-16,Grade 4,954-959-7402
S00660,Donna Ford,2019-02-09,Grade 2,501-943-4422
S00661,Amanda Baker,2016-02-09,Grade 3,927-067-2123
S00662,Stephanie Odom,2018-11-21,Grade 2,058-479-5121
S00663,Johnathan Coleman,2016-06-24,Grade 4,451-817-7435
S00664,Daniel Bowen,2013-01-21,Grade 1,426-394-1533
S00665,Sarah Black,2012-01-07,Grade 2,821-276-6298
S00666,Kristin Allen,2013-02-28,Grade 4,552-322-3060
S00667,Andrew Hernandez,2014-12-30,Grade 1,224-048-7757
S00668,Veronica Norman,2009-03-27,Grade 1,364-778-0926
S00669,Wendy Woods,2016-05-15,Grade 5,162-661-4139
S00670,Gabrielle Ferguson,2015-11-03,Grade 4,891-518-7534
S00671,Robert Riddle,2011-10-31,Grade 4,378-162-4066
S00672,Edward Walls,2011-11-04,Grade 4,476-873-5641
S00673,Tami Moody,2015-09-21,Grade 5,870-820-8988
S00674,Andrew Barry,2011-10-28,Grade 4,296-670-5166
S00675,Diane Lara,2006-04-04,Grade 2,360-732-1547
S00676,Cathy Kent,2007-10-18,Grade 1,946-632-1112
S00677,Samuel Stewart,2007-11-30,Grade 1,117-513-3910
S00678,Andrew White,2011-07-14,Grade 1,891-698-4626
S00679,Kevin Wilson,2015-07-13,Grade 1,931-621-8183
S00680,Jeffrey Drake,2007-06-15,Grade 5,033-618-4004
S00681,Timothy Griffin,2006-07-31,Grade 3,173-787-5353
S00682,Nicole Hunt,2010-01-06,Grade 5,286-824-1936
S00683,Lindsey Blake,2018-07-22,Grade 1,unknown
S00684,Rebecca Ferguson,2017-03-31,Grade 5,864-751-5610
S00685,Adrian Smith,2011-07-18,Grade 3,526-472-4502
S00686,Thomas Jones,2016-01-23,Grade 3,832-700-3217
S00687,Amy Baker DVM,2007-06-09,Grade 1,690-639-9446
S00688,morgan greer,2010-09-07,Grade 2,929-299-9623
S00689,Melissa Osborn,2015-11-23,Grade 3,410-368-1922
S00690,Mike Arnold,2018-06-24,Grade 1,103-158-3837
S00691,James Clark DVM,2014-10-23,Grade 2,093-211-7856
S00692,Suzanne Jennings,2014-03-31,Grade 2,unknown
S00693,Victoria Cruz,2007-02-04,Grade 1,656-624-2370
S00694,Laura Allen,2011-06-04,Grade 1,447-647-2159
S00695,Brian Phillips,2010-05-17,Grade 5,144-476-9081
S00696,Troy Smith MD,2012-04-26,Grade 3,620-714-6808
S00697,Lorraine Jones,2013-03-03,Grade 3,823-203-4058
S00698,Katherine Vang,2013-07-12,Grade 1,747-644-5782
S00699,Michael Wilson,2016-03-11,Grade 2,278-188-2142
S00700,Barbara Harper,2017-02-16,Grade 1,633-019-0184
S00701,Joseph Jones,2012-03-02,Grade 1,433-040-5480
S00702,ricky williams,2010-12-18,Grade 1,914-249-2371
S00703,Gabrielle Alvarez,2018-12-27,Grade 2,773-947-9940
S00704,Cheyenne Ortiz,2009-01-10,Grade 2,669-936-8688
S00705,Andrea Cox,2014-10-27,Grade 2,060-052-4573
S00706,Jessica Rodgers,2018-07-07,Grade 2,unknown
S00707,Andrew Miller,2008-10-20,Grade 1,113-416-3129
S00708,Kevin Mathews,2009-10-15,Grade 1,093-651-0662
S00709,Sarah Stone,2016-03-19,Grade 4,988-218-7955
S00710,Christopher Carr,2007-10-24,Grade 3,308-719-2214
S00711,Roberto Douglas,2011-11-14,Grade 2,647-276-9060
S00712,Cathy Gomez,2009-10-30,Grade 3,984-195-2499
S00713,Cameron Lee,2017-10-02,Grade 1,838-895-8722
S00714,Cindy Spencer,2016-01-09,Grade 3,881-288-0928
S00715,Cassandra Rich,2018-05-01,Grade 1,844-958-0614
S00716,Diana Perkins,2016-03-11,Grade 3,476-442-3377
S00717,Julie Duran,2013-05-17,Grade 5,257-951-1492
S00718,mrs. stephanie mason,2010-11-08,Grade 3,625-681-6735
S00719,Danielle Noble,2013-08-20,Grade 5,321-262-0059
S00720,Thomas Figueroa,2011-04-27,Grade 1,316-618-4369
S00721,John Meyer,2016-06-08,Grade 3,997-299-9018
S00722,Andrew Wall,2008-08-12,Grade 2,866-558-2811
S00723,Jerome Garcia,2019-02-07,Grade 4,484-879-7336
S00724,Philip Johns,2007-06-20,Grade 3,245-299-5323
S00725,Mrs. Claudia Wolfe DVM,2019-03-02,Grade 2,451-256-7875
S00726,Lindsey Nunez,2010-01-20,Grade 1,783-311-6432
S00727,Caitlyn Stewart DDS,2009-08-25,Grade 1,480-610-7055
S00728,Amanda Grimes,2013-05-06,Grade 3,449-304-9958
S00729,Madison Mills,2018-03-29,Grade 2,680-676-9638
S00730,Shannon Mcmillan,2017-12-10,Grade 3,839-672-7807
S00731,Brenda Sanchez,2006-08-24,Grade 1,196-042-8486
S00732,jessica gallagher,2016-11-06,Grade 5,330-389-3075
S00733,Andrea Barton,2017-12-28,Grade 4,324-326-2409
S00734,Emily Horn,2018-02-28,Grade 4,674-940-8003
S00735,Jaime Roman,2016-08-26,Grade 3,640-627-3186
S00736,Noah Brown,2019-02-19,Grade 5,555-418-5544
S00737,Robin Richards,2017-05-12,Grade 2,397-435-7669
S00738,charles lowe,2007-08-23,Grade 2,767-457-0705
S00739,Tina Smith,2008-08-04,Grade 2,951-672-4469
S00740,Kimberly Jackson,2013-05-16,Grade 4,911-334-3891
S00741,Leslie Wilson,2015-11-08,Grade 2,806-563-8873
S00742,Carla Chan,2012-09-07,Grade 4,177-299-7030
S00743,Angela Underwood,2013-11-19,Grade 3,511-461-4199
S00744,Brandon Hess,2013-04-09,Grade 5,901-043-0990
S00745,Michael Rogers,2012-02-19,Grade 4,542-410-5356
S00746,Charles Baker,2019-01-13,Grade 4,286-436-2025
S00747,Dominique Mitchell,2018-01-01,Grade 2,685-334-1010
S00748,Matthew Dunn,2019-02-27,Grade 2,088-732-8675
S00749,James Maldonado,2018-03-30,Grade 4,557-613-6183
S00750,Scott Harper,2008-02-09,Grade 4,455-881-2201
S00751,Jonathan Griffith,2016-08-08,Grade 2,372-791-5614
S00752,Amanda Alvarez,2013-12-05,Grade 3,493-701-7513
S00753,james parker,2014-10-28,Grade 4,731-254-3655
S00754,Julie Sweeney,2008-09-22,Grade 2,346-229-9241
S00755,Elizabeth Wyatt,2010-01-28,Grade 5,609-991-7845
S00756,Emily Oliver,2012-06-17,Grade 2,246-616-0298
S00757,Heather Maxwell,2016-11-09,Grade 3,756-516-9554
S00758,Tracy Cummings,2013-08-15,Grade 2,058-835-9318
S00759,Michael Anderson,2012-01-23,Grade 5,725-331-9860
S00760,Steven Oliver,2018-01-24,Grade 2,237-948-2448
S00761,Robin Guzman,2007-07-04,Grade 4,550-234-9742
S00762,Linda Pearson,2007-11-26,Grade 3,985-180-8080
S00763,Joseph Mercado,2015-03-19,Grade 2,753-480-1766
S00764,William Johnson,2012-04-23,Grade 3,611-852-3026
S00765,megan hernandez,2008-03-19,Grade 4,241-727-0033
S00766,Craig Hernandez,2015-02-16,Grade 2,491-586-3406
S00767,Jo Graham,2015-02-23,Grade 1,967-629-5441
S00768,Kayla Cannon,2016-05-30,Grade 4,963-507-2200
S00769,James Long,2006-10-06,Grade 2,396-819-5107
S00770,Gary Bradford,2013-09-14,Grade 2,402-005-2303
S00771,Theresa Fletcher,2015-02-18,Grade 4,486-937-8962
S00772,Ricardo Petersen,2007-02-15,Grade 5,360-640-3818
S00773,Michael Leach,2018-04-06,Grade 3,461-851-5888
S00774,Allison Marsh,2010-03-04,Grade 5,213-620-2580
S00775,Ashley Hobbs,2008-12-12,Grade 4,207-176-2442
S00776,Jessica Williams,2015-05-24,Grade 5,599-905-9841
S00777,Shannon Pratt,2008-11-07,Grade 2,420-493-7371
S00778,Nicholas Gibson,2011-04-14,Grade 4,901-690-0130
S00779,Abigail Espinoza,2018-01-19,Grade 5,885-814-9629
S00780,Christina Williams,2008-08-23,Grade 5,unknown
S00781,Charles Munoz,2015-04-05,Grade 5,392-301-5048
S00782,Marie Bailey,2015-04-04,Grade 1,277-924-8102
S00783,Jason Santos,2010-10-07,Grade 2,441-201-7219
S00784,Lisa West,2007-01-30,Grade 4,274-928-7265
S00785,Paul Jennings,2010-01-29,Grade 3,215-129-4645
S00786,Nicholas Cooper,2014-04-04,Grade 3,514-171-4570
S00787,Emma Cobb,2016-02-25,Grade 3,990-857-6813
S00788,Hannah Hicks,2009-03-22,Grade 5,392-343-8551
S00789,John Mccann,2007-10-19,Grade 5,263-964-3999
S00790,Thomas Johnson,2017-06-01,Grade 2,771-192-9808
S00791,Jeffrey Hunt,2013-01-10,Grade 5,unknown
S00792,Alicia Anderson,2009-11-27,Grade 1,429-710-6442
S00793,Matthew Mckinney,2009-07-15,Grade 1,427-287-6508
S00794,Jodi Meyer,2007-10-20,Grade 2,410-555-7874
S00795,Christina Mills,2016-10-13,Grade 4,391-123-9597
S00796,terry carrillo,2012-02-19,Grade 5,126-447-7439
S00797,Connor Singh,2014-08-12,Grade 3,091-334-6274
S00798,Christopher Henry DDS,2014-11-16,Grade 4,894-278-8876
S00799,Brooke Lopez,2015-09-29,Grade 4,512-569-4568
S00800,alexis clayton,2009-01-30,Grade 1,446-562-4314
S00801,Steven Hoover,2015-01-26,Grade 2,746-252-2389
S00802,Melissa Holmes,2006-08-31,Grade 2,407-062-5698
S00803,Daniel Smith,2015-08-21,Grade 3,628-538-7856
S00804,John Thompson,2011-04-28,Grade 4,355-449-8570
S00805,david west,2014-11-10,Grade 4,754-624-0137
S00806,Erica Marsh,2007-11-05,Grade 2,401-744-1102
S00807,Brittney Brown DDS,2012-09-11,Grade 2,214-756-8408
S00808,Nancy Harris,2010-08-08,Grade 4,656-080-2630
S00809,Bradley Martin,2007-09-06,Grade 2,666-395-3716
S00810,Deborah Wilson,2017-05-15,Grade 5,unknown
S00811,Jennifer Daniels,2010-04-24,Grade 2,633-782-2185
S00812,Laurie Navarro,2015-08-24,Grade 5,373-876-1624
S00813,Stephanie Bryant,2009-01-31,Grade 2,471-958-4951
S00814,Claudia Johnson,2008-12-28,Grade 3,762-684-4664
S00815,Heather Evans,2018-08-17,Grade 5,059-417-6212
S00816,Adam Bishop,2010-10-27,Grade 2,370-594-9899
S00817,Thomas Long,2016-02-19,Grade 2,625-427-7770
S00818,Ronald Rodgers,2015-07-15,Grade 3,234-862-2439
S00819,Rhonda Brown,2008-07-01,Grade 3,264-452-9787
S00820,nichole robinson,2008-05-24,Grade 5,501-561-5646
S00821,Sierra Lopez,2016-01-22,Grade 1,404-826-5849
S00822,James Wilson,2007-04-02,Grade 5,409-211-2836
S00823,Danielle Williams,2013-03-01,Grade 3,797-369-9003
S00824,julie morgan,2013-06-19,Grade 1,337-710-4767
S00825,Christina Wiggins,2012-07-31,Grade 5,661-961-2602
S00826,Sarah Phillips,2013-07-24,Grade 4,unknown
S00827,Caitlin Jackson DVM,2014-06-14,Grade 5,499-293-6623
S00828,Robert Smith,2011-12-10,Grade 4,unknown
S00829,John Alexander,2013-02-12,Grade 1,900-768-5003
S00830,Elizabeth Price,2013-11-08,Grade 4,656-327-6413
S00831,jordan gomez,2008-10-25,Grade 3,683-533-6841
S00832,Linda Jackson,2016-06-16,Grade 4,690-087-8701
S00833,sylvia hanson,2012-05-30,Grade 1,552-215-2258
S00834,Emma Taylor,2013-12-31,Grade 3,799-402-2593
S00835,Michelle Guerra,2018-09-23,Grade 5,808-487-1854
S00836,Becky Day,2012-09-06,Grade 3,217-426-1161
S00837,Charles Cooper,2011-09-13,Grade 5,433-349-8211
S00838,Kelly Moore,2014-09-20,Grade 2,393-656-0827
S00839,John Gross,2011-02-27,Grade 3,913-320-4928
S00840,Rebecca Jones,2012-11-11,Grade 1,004-168-7409
S00841,Brandon Fitzgerald,2010-05-11,Grade 4,899-579-1367
S00842,Barbara Navarro,2013-07-16,Grade 4,497-936-6604
S00843,John Mercado,2008-12-01,Grade 1,174-529-6586
S00844,Taylor Harrington,2010-09-30,Grade 2,738-001-9313
S00845,Gregory Christensen,2014-04-12,Grade 5,896-737-4090
S00846,Ashley Cuevas,2012-07-07,Grade 2,215-959-2374
S00847,Jason Graham,2006-06-22,Grade 1,579-874-2683
S00848,Antonio Nash,2011-10-08,Grade 2,663-836-5726
